iter	Passed	Remaining
157	779	4153
158	783	4144
159	788	4137
160	792	4130
161	797	4123
162	801	4117
163	806	4110
164	810	4103
165	815	4097
166	820	4092
167	824	4084
168	829	4078
169	834	4072
170	838	4066
171	843	4059
172	848	4055
173	853	4050
174	857	4042
175	862	4036
176	866	4028
177	870	4021
178	875	4013
179	879	4007
180	884	4000
181	888	3993
182	893	3987
183	897	3982
184	902	3975
185	907	3969
186	912	3965
187	916	3959
188	921	3953
189	926	3947
190	930	3941
191	934	3934
192	949	3968
193	953	3961
194	958	3954
195	962	3948
196	966	3941
197	971	3934
198	976	3928
199	980	3922
200	985	3915
201	989	3910
202	994	3903
203	998	3897
204	1003	3891
205	1008	3888
206	1013	3882
207	1017	3875
208	1022	3869
209	1027	3863
210	1031	3857
211	1036	3851
212	1040	3845
213	1045	3839
214	1049	3832
215	1054	3826
216	1058	3821
217	1063	3814
218	1068	3810
219	1072	3804
220	1077	3797
221	1082	3792
222	1087	3788
223	1092	3784
224	1096	3777
225	1101	3771
226	1106	3768
227	1111	3762
228	1116	3757
229	1121	3754
230	1126	3749
231	1131	3744
232	1136	3741
233	1141	3736
234	1146	3732
235	1151	3728
236	1156	3722
237	1160	3715
238	1165	3709
239	1169	3702
240	1173	3697
241	1178	3692
242	1183	3685
243	1187	3679
244	1191	3672
245	1196	3667
246	1201	3661
247	1205	3655
248	1209	3649
249	1214	3643
250	1218	3636
251	1222	3630
252	1227	3624
253	1231	3617
254	1235	3610
255	1240	3605
256	1244	3599
257	1249	3593
258	1253	3586
259	1257	3580
260	1262	3573
261	1266	3567
262	1270	3560
263	1275	3555
264	1279	3548
265	1283	3542
266	1288	3536
267	1293	3531
268	1297	3525
269	1301	3518
270	1305	3512
271	1310	3506
272	1314	3500
273	1318	3494
274	1323	3488
275	1327	3483
276	1332	3478
277	1337	3473
278	1341	3467
279	1346	3461
280	1350	3455
281	1355	3450
282	1359	3444
283	1363	3438
284	1367	3431
285	1372	3426
286	1376	3420
287	1380	3413
288	1385	3408
289	1389	3402
290	1394	3396
291	1398	3390
292	1402	3384
293	1406	3378
294	1411	3372
295	1415	3366
296	1420	3361
297	1424	3355
298	1428	3348
299	1433	3343
300	1437	3339
301	1442	3332
302	1446	3326
303	1451	3322
304	1455	3316
305	1459	3310
306	1464	3305
307	1468	3299
308	1472	3293
309	1477	3287
310	1481	3282
311	1485	3276
312	1490	3270
313	1494	3265
314	1499	3259
315	1503	3253
316	1507	3248
317	1512	3243
318	1517	3238
319	1521	3232
320	1525	3227
321	1531	3224
322	1535	3219
323	1540	3214
324	1545	3210
325	1552	3209
326	1556	3203
327	1561	3199
328	1565	3193
329	1569	3187
330	1574	3181
331	1578	3176
332	1582	3170
333	1587	3164
334	1591	3159
335	1595	3153
336	1600	3148
337	1604	3142
338	1608	3137
339	1613	3131
340	1617	3125
341	1621	3119
342	1625	3114
343	1630	3108
344	1634	3103
345	1638	3097
346	1643	3092
347	1647	3086
348	1651	3081
349	1656	3076
350	1660	3070
351	1665	3065
352	1669	3059
353	1673	3054
354	1677	3048
355	1682	3042
356	1686	3037
357	1690	3031
358	1694	3026
359	1699	3020
360	1703	3015
361	1707	3010
362	1712	3004
363	1716	2999
364	1721	2994
365	1725	2989
366	1730	2984
367	1735	2979
368	1739	2974
369	1743	2969
370	1748	2963
371	1752	2958
372	1756	2953
373	1761	2947
374	1765	2942
375	1769	2937
376	1774	2932
377	1778	2926
378	1782	2921
379	1786	2915
380	1791	2910
381	1795	2904
382	1800	2899
383	1804	2894
384	1808	2888
385	1812	2883
386	1817	2878
387	1821	2872
388	1825	2867
389	1830	2862
390	1834	2857
391	1838	2851
392	1842	2846
393	1847	2841
394	1851	2836
395	1855	2830
396	1860	2825
397	1864	2820
398	1868	2815
399	1873	2809
400	1877	2804
401	1882	2799
402	1886	2794
403	1890	2789
404	1895	2784
405	1899	2778
406	1903	2773
407	1908	2768
408	1912	2763
409	1916	2757
410	1920	2752
411	1926	2748
412	1930	2744
413	1935	2739
414	1939	2734
415	1944	2729
416	1948	2724
417	1952	2718
418	1957	2713
419	1961	2708
420	1965	2703
421	1970	2698
422	1974	2693
423	1978	2688
424	1987	2689
425	1992	2684
426	1996	2678
427	2000	2673
428	2004	2668
429	2009	2663
430	2013	2657
431	2017	2652
432	2021	2647
433	2026	2642
434	2030	2637
435	2034	2632
436	2039	2627
437	2043	2622
438	2048	2617
439	2053	2612
440	2057	2607
441	2061	2602
442	2065	2597
443	2070	2592
444	2074	2587
445	2078	2582
446	2083	2577
447	2087	2572
448	2091	2567
449	2096	2561
450	2101	2558
451	2105	2552
452	2109	2547
453	2114	2542
454	2118	2538
455	2123	2533
456	2127	2528
457	2132	2523
458	2137	2519
459	2141	2514
460	2146	2509
461	2150	2504
462	2155	2499
463	2159	2494
464	2164	2489
465	2168	2484
466	2172	2479
467	2177	2475
468	2181	2470
469	2186	2465
470	2190	2460
471	2195	2455
472	2199	2450
473	2203	2445
474	2208	2440
475	2212	2435
476	2216	2430
477	2221	2425
478	2225	2420
479	2229	2415
480	2234	2410
481	2238	2405
482	2243	2400
483	2247	2395
484	2251	2390
485	2256	2386
486	2260	2381
487	2264	2376
488	2269	2371
489	2273	2366
490	2278	2361
491	2282	2356
492	2287	2352
493	2291	2347
494	2296	2342
495	2300	2337
496	2305	2332
497	2309	2328
498	2314	2323
499	2319	2319
500	2327	2318
501	2332	2313
502	2337	2309
503	2342	2304
504	2346	2299
505	2350	2294
506	2354	2289
507	2359	2284
508	2363	2279
509	2367	2274
510	2373	2271
511	2377	2266
512	2382	2261
513	2386	2256
514	2390	2251
515	2395	2246
516	2399	2242
517	2404	2237
518	2408	2232
519	2412	2227
520	2417	2222
521	2421	2217
522	2426	2212
523	2430	2207
524	2434	2202
525	2439	2197
526	2443	2192
527	2447	2188
528	2452	2183
529	2456	2178
530	2462	2174
531	2466	2170
532	2470	2164
533	2475	2159
534	2479	2155
535	2483	2150
536	2488	2145
537	2492	2140
538	2496	2135
539	2501	2131
540	2506	2126
541	2511	2121
542	2515	2116
543	2520	2112
544	2524	2107
545	2530	2103
546	2534	2099
547	2538	2093
548	2543	2089
549	2547	2084
550	2551	2079
551	2556	2074
552	2560	2069
553	2564	2064
554	2569	2059
555	2573	2055
556	2577	2050
557	2582	2045
558	2586	2040
559	2591	2035
560	2595	2030
561	2599	2025
562	2603	2021
563	2608	2016
564	2612	2011
565	2617	2006
566	2621	2002
567	2626	1997
568	2630	1992
569	2634	1987
570	2639	1983
571	2643	1978
572	2648	1973
573	2658	1972
574	2662	1967
575	2666	1962
576	2671	1958
577	2675	1953
578	2679	1948
579	2683	1943
580	2688	1938
581	2692	1933
582	2697	1929
583	2701	1924
584	2706	1919
585	2710	1914
586	2715	1910
587	2720	1905
588	2725	1901
589	2729	1896
590	2734	1892
591	2739	1887
592	2743	1883
593	2747	1878
594	2752	1873
595	2756	1868
596	2761	1863
597	2765	1859
598	2770	1854
599	2774	1849
600	2778	1844
601	2783	1840
602	2788	1835
603	2792	1830
604	2797	1826
605	2801	1821
606	2805	1816
607	2810	1811
608	2814	1807
609	2819	1802
610	2823	1797
611	2827	1792
612	2832	1788
613	2836	1783
614	2840	1778
615	2845	1773
616	2849	1769
617	2854	1764
618	2858	1759
619	2862	1754
620	2867	1749
621	2871	1745
622	2876	1740
623	2880	1735
624	2884	1730
625	2888	1725
626	2893	1721
627	2898	1716
628	2902	1711
629	2906	1707
630	2911	1702
631	2915	1697
632	2920	1693
633	2925	1688
634	2929	1684
635	2934	1679
636	2938	1674
637	2943	1669
638	2947	1665
639	2951	1660
640	2956	1655
641	2960	1650
642	2964	1646
643	2969	1641
644	2973	1636
645	2977	1631
646	2981	1626
647	2986	1622
648	2990	1617
649	2994	1612
650	2999	1607
651	3003	1603
652	3007	1598
653	3012	1593
654	3016	1588
655	3021	1584
656	3025	1579
657	3030	1575
658	3035	1570
659	3039	1565
660	3043	1560
661	3049	1556
662	3053	1552
663	3057	1547
664	3062	1542
665	3066	1537
666	3070	1533
667	3075	1528
668	3079	1523
669	3083	1518
670	3088	1514
671	3092	1509
672	3097	1504
673	3101	1500
674	3106	1495
675	3110	1490
676	3115	1486
677	3120	1482
678	3125	1477
679	3131	1473
680	3135	1468
681	3139	1464
682	3144	1459
683	3148	1454
684	3153	1450
685	3157	1445
686	3162	1440
687	3166	1436
688	3170	1431
689	3175	1426
690	3179	1422
691	3184	1417
692	3188	1412
693	3193	1407
694	3197	1403
695	3201	1398
696	3205	1393
697	3210	1389
698	3214	1384
699	3218	1379
700	3222	1374
701	3227	1370
702	3231	1365
703	3235	1360
704	3240	1356
705	3244	1351
706	3249	1346
707	3253	1341
708	3257	1337
709	3262	1332
710	3266	1327
711	3270	1323
712	3275	1318
713	3279	1313
714	3283	1308
715	3288	1304
716	3292	1299
717	3296	1294
718	3301	1290
719	3306	1285
720	3310	1281
721	3314	1276
722	3319	1271
723	3323	1267
724	3328	1262
725	3332	1257
726	3336	1252
727	3340	1248
728	3345	1243
729	3349	1238
730	3354	1234
731	3358	1229
732	3362	1224
733	3367	1220
734	3371	1215
735	3376	1210
736	3380	1206
737	3384	1201
738	3389	1196
739	3393	1192
740	3397	1187
741	3402	1182
742	3406	1178
743	3411	1173
744	3415	1169
745	3420	1164
746	3432	1162
747	3436	1157
748	3440	1152
749	3444	1148
750	3448	1143
751	3452	1138
752	3456	1133
753	3461	1129
754	3465	1124
755	3469	1119
756	3473	1115
757	3478	1110
758	3482	1105
759	3487	1101
760	3491	1096
761	3496	1092
762	3501	1087
763	3505	1082
764	3510	1078
765	3515	1073
766	3519	1069
767	3523	1064
768	3528	1059
769	3532	1055
770	3536	1050
771	3541	1045
772	3545	1041
773	3550	1036
774	3554	1031
775	3558	1027
776	3563	1022
777	3567	1017
778	3571	1013
779	3576	1008
780	3580	1004
781	3585	999
782	3589	994
783	3593	990
784	3597	985
785	3604	981
786	3609	976
787	3613	972
788	3617	967
789	3622	962
790	3626	958
791	3630	953
792	3635	948
793	3639	944
794	3643	939
795	3648	935
796	3653	930
797	3657	925
798	3661	921
799	3666	916
800	3670	911
801	3675	907
802	3679	902
803	3684	898
804	3688	893
805	3693	889
806	3698	884
807	3703	879
808	3708	875
809	3712	870
810	3716	866
811	3721	861
812	3725	857
813	3730	852
814	3734	847
815	3739	843
816	3743	838
817	3747	833
818	3752	829
819	3756	824
820	3761	820
821	3765	815
822	3769	810
823	3774	806
824	3778	801
825	3783	796
826	3788	792
827	3793	787
828	3797	783
829	3801	778
830	3805	773
831	3810	769
832	3814	764
833	3818	760
834	3823	755
835	3827	750
836	3832	746
837	3836	741
838	3841	737
839	3845	732
840	3849	727
841	3854	723
842	3859	718
843	3863	714
844	3868	709
845	3873	705
846	3878	700
847	3882	695
848	3888	691
849	3892	686
850	3897	682
851	3901	677
852	3906	673
853	3910	668
854	3914	663
855	3919	659
856	3923	654
857	3927	650
858	3932	645
859	3936	640
860	3940	636
861	3945	631
862	3949	627
863	3954	622
864	3958	617
865	3962	613
866	3967	608
867	3971	603
868	3976	599
869	3980	594
870	3985	590
871	3992	586
872	3997	581
873	4001	576
874	4005	572
875	4010	567
876	4014	563
877	4019	558
878	4023	553
879	4027	549
880	4031	544
881	4036	539
882	4040	535
883	4044	530
884	4049	526
885	4053	521
886	4057	516
887	4063	512
888	4067	507
889	4071	503
890	4076	498
891	4081	494
892	4086	489
893	4091	485
894	4097	480
895	4103	476
896	4107	471
897	4112	467
898	4116	462
899	4120	457
900	4125	453
901	4129	448
902	4133	444
903	4138	439
904	4142	434
905	4146	430
906	4150	425
907	4155	421
908	4160	416
909	4164	411
910	4168	407
911	4173	402
912	4177	398
913	4182	393
914	4186	388
915	4191	384
916	4195	379
917	4200	375
918	4204	370
919	4209	366
920	4213	361
921	4217	356
922	4221	352
923	4226	347
924	4230	342
925	4234	338
926	4238	333
927	4243	329
928	4247	324
929	4252	320
930	4256	315
931	4261	310
932	4265	306
933	4270	301
934	4274	297
935	4279	292
936	4284	288
937	4288	283
938	4293	278
939	4297	274
940	4302	269
941	4306	265
942	4311	260
943	4315	256
944	4320	251
945	4324	246
946	4328	242
947	4333	237
948	4337	233
949	4341	228
950	4346	223
951	4351	219
952	4355	214
953	4359	210
954	4364	205
955	4370	201
956	4375	196
957	4379	192
958	4384	187
959	4388	182
960	4392	178
961	4397	173
962	4401	169
963	4405	164
964	4410	159
965	4414	155
966	4419	150
967	4423	146
968	4427	141
969	4432	137
970	4436	132
971	4440	127
972	4445	123
973	4449	118
974	4454	114
975	4487	110
976	4491	105
977	4495	101
978	4499	96
979	4502	91
980	4506	87
981	4510	82
982	4514	78
983	4518	73
984	4523	68
985	4527	64
986	4531	59
987	4535	55
988	4540	50
989	4544	45
990	4549	41
991	4554	36
992	4558	32
993	4574	27
994	4578	23
995	4582	18
996	4586	13
997	4591	9
998	4595	4
999	4599	0
