iter	Passed	Remaining
205	1509	5820
206	1516	5809
207	1523	5800
208	1529	5790
209	1536	5781
210	1543	5771
211	1550	5763
212	1557	5754
213	1564	5746
214	1571	5736
215	1577	5726
216	1584	5716
217	1591	5707
218	1598	5702
219	1605	5691
220	1611	5681
221	1619	5676
222	1626	5667
223	1634	5662
224	1640	5651
225	1647	5643
226	1655	5636
227	1662	5628
228	1669	5621
229	1676	5613
230	1684	5606
231	1690	5596
232	1698	5589
233	1704	5579
234	1711	5572
235	1718	5562
236	1724	5553
237	1731	5543
238	1738	5534
239	1744	5525
240	1752	5518
241	1759	5511
242	1765	5501
243	1772	5492
244	1779	5484
245	1786	5475
246	1793	5466
247	1799	5457
248	1806	5448
249	1812	5438
250	1819	5429
251	1825	5419
252	1832	5410
253	1839	5403
254	1846	5394
255	1853	5385
256	1859	5376
257	1866	5368
258	1873	5361
259	1880	5353
260	1887	5345
261	1894	5336
262	1901	5328
263	1907	5319
264	1914	5309
265	1920	5300
266	1927	5291
267	1934	5283
268	1941	5274
269	1947	5266
270	1954	5257
271	1960	5248
272	1967	5240
273	1974	5232
274	1981	5223
275	1988	5215
276	1994	5206
277	2001	5198
278	2008	5189
279	2015	5181
280	2021	5172
281	2028	5164
282	2034	5155
283	2041	5146
284	2048	5139
285	2055	5130
286	2062	5123
287	2069	5115
288	2076	5109
289	2085	5104
290	2092	5098
291	2099	5090
292	2106	5082
293	2113	5075
294	2120	5067
295	2127	5059
296	2134	5051
297	2141	5043
298	2147	5034
299	2154	5026
300	2161	5020
301	2168	5011
302	2175	5005
303	2182	4997
304	2189	4989
305	2196	4981
306	2203	4973
307	2209	4964
308	2216	4956
309	2223	4948
310	2229	4940
311	2236	4932
312	2243	4925
313	2251	4918
314	2258	4910
315	2266	4904
316	2273	4898
317	2280	4890
318	2287	4882
319	2293	4873
320	2300	4866
321	2307	4858
322	2314	4850
323	2321	4842
324	2327	4834
325	2334	4826
326	2341	4819
327	2348	4811
328	2355	4803
329	2362	4795
330	2368	4787
331	2375	4779
332	2382	4771
333	2388	4763
334	2395	4756
335	2402	4747
336	2409	4740
337	2416	4732
338	2423	4725
339	2430	4717
340	2437	4709
341	2443	4701
342	2450	4693
343	2458	4688
344	2465	4680
345	2472	4673
346	2479	4665
347	2486	4658
348	2492	4649
349	2499	4641
350	2506	4633
351	2512	4625
352	2519	4618
353	2526	4610
354	2532	4601
355	2539	4593
356	2546	4586
357	2553	4579
358	2560	4571
359	2567	4564
360	2574	4557
361	2582	4550
362	2588	4542
363	2595	4534
364	2602	4527
365	2608	4518
366	2615	4511
367	2621	4502
368	2628	4495
369	2635	4487
370	2642	4479
371	2649	4472
372	2656	4464
373	2664	4459
374	2672	4453
375	2680	4448
376	2687	4441
377	2695	4436
378	2703	4429
379	2711	4424
380	2719	4418
381	2730	4416
382	2738	4412
383	2745	4404
384	2752	4397
385	2761	4392
386	2768	4385
387	2775	4378
388	2782	4370
389	2789	4363
390	2796	4355
391	2802	4347
392	2809	4338
393	2815	4330
394	2822	4323
395	2829	4315
396	2836	4308
397	2842	4299
398	2849	4292
399	2857	4285
400	2864	4278
401	2871	4271
402	2878	4263
403	2885	4256
404	2892	4248
405	2898	4241
406	2905	4233
407	2911	4224
408	2918	4217
409	2924	4208
410	2933	4203
411	2940	4196
412	2946	4188
413	2953	4180
414	2960	4173
415	2967	4166
416	2973	4157
417	2980	4150
418	2987	4142
419	2994	4134
420	3000	4127
421	3007	4119
422	3014	4112
423	3021	4104
424	3028	4097
425	3035	4090
426	3042	4082
427	3049	4075
428	3059	4072
429	3066	4065
430	3074	4059
431	3081	4051
432	3088	4043
433	3094	4036
434	3101	4028
435	3108	4021
436	3115	4013
437	3122	4005
438	3129	3998
439	3135	3990
440	3142	3983
441	3148	3975
442	3156	3968
443	3162	3960
444	3169	3953
445	3176	3945
446	3182	3937
447	3189	3929
448	3195	3921
449	3202	3914
450	3208	3905
451	3215	3898
452	3222	3891
453	3229	3884
454	3236	3877
455	3243	3869
456	3251	3863
457	3259	3856
458	3266	3850
459	3273	3842
460	3280	3835
461	3287	3828
462	3294	3820
463	3301	3813
464	3307	3805
465	3315	3799
466	3321	3791
467	3328	3783
468	3335	3776
469	3342	3768
470	3349	3761
471	3356	3754
472	3363	3747
473	3370	3740
474	3377	3732
475	3384	3725
476	3390	3717
477	3397	3710
478	3404	3702
479	3411	3695
480	3418	3688
481	3425	3681
482	3431	3673
483	3438	3666
484	3445	3659
485	3452	3651
486	3459	3644
487	3466	3637
488	3473	3629
489	3479	3621
490	3486	3614
491	3493	3607
492	3500	3599
493	3507	3592
494	3513	3584
495	3520	3577
496	3527	3569
497	3534	3562
498	3540	3554
499	3547	3547
500	3554	3540
501	3561	3532
502	3569	3526
503	3575	3518
504	3582	3511
505	3588	3503
506	3595	3496
507	3602	3489
508	3608	3481
509	3615	3473
510	3622	3466
511	3630	3460
512	3636	3452
513	3643	3445
514	3650	3438
515	3657	3430
516	3664	3423
517	3671	3416
518	3678	3409
519	3684	3401
520	3691	3393
521	3697	3386
522	3704	3378
523	3711	3371
524	3717	3363
525	3724	3356
526	3731	3348
527	3737	3341
528	3744	3334
529	3751	3326
530	3758	3319
531	3765	3312
532	3772	3305
533	3778	3297
534	3785	3289
535	3791	3282
536	3798	3274
537	3805	3267
538	3811	3260
539	3818	3252
540	3825	3245
541	3832	3238
542	3839	3231
543	3847	3224
544	3854	3217
545	3862	3211
546	3870	3205
547	3876	3197
548	3883	3190
549	3890	3183
550	3897	3175
551	3904	3169
552	3911	3162
553	3918	3154
554	3925	3147
555	3932	3140
556	3939	3132
557	3945	3125
558	3953	3118
559	3960	3111
560	3967	3104
561	3973	3096
562	3980	3090
563	3987	3082
564	3994	3075
565	4001	3068
566	4007	3060
567	4014	3053
568	4021	3046
569	4028	3039
570	4035	3031
571	4042	3025
572	4049	3018
573	4057	3011
574	4065	3004
575	4084	3006
576	4091	2999
577	4098	2992
578	4105	2984
579	4111	2977
580	4118	2970
581	4125	2963
582	4132	2955
583	4138	2948
584	4145	2940
585	4152	2933
586	4159	2926
587	4166	2919
588	4173	2912
589	4180	2905
590	4187	2898
591	4194	2890
592	4201	2883
593	4207	2876
594	4214	2868
595	4221	2861
596	4227	2854
597	4235	2847
598	4242	2839
599	4249	2832
600	4256	2825
601	4264	2819
602	4271	2811
603	4277	2804
604	4284	2797
605	4291	2790
606	4298	2782
607	4304	2775
608	4312	2768
609	4319	2761
610	4326	2754
611	4333	2747
612	4340	2740
613	4347	2733
614	4353	2725
615	4360	2718
616	4367	2711
617	4374	2703
618	4381	2696
619	4388	2689
620	4394	2682
621	4401	2675
622	4408	2667
623	4415	2660
624	4421	2652
625	4428	2645
626	4435	2638
627	4442	2631
628	4449	2624
629	4457	2617
630	4464	2610
631	4471	2603
632	4478	2596
633	4485	2589
634	4492	2582
635	4499	2574
636	4506	2567
637	4512	2560
638	4519	2553
639	4526	2545
640	4532	2538
641	4539	2531
642	4545	2523
643	4553	2517
644	4560	2509
645	4567	2502
646	4574	2495
647	4580	2488
648	4588	2481
649	4594	2474
650	4601	2467
651	4608	2459
652	4615	2452
653	4622	2445
654	4628	2438
655	4635	2431
656	4643	2424
657	4650	2417
658	4656	2409
659	4664	2402
660	4671	2395
661	4678	2388
662	4685	2381
663	4691	2374
664	4698	2367
665	4705	2359
666	4712	2352
667	4718	2345
668	4726	2338
669	4732	2331
670	4739	2323
671	4746	2316
672	4753	2309
673	4760	2302
674	4767	2295
675	4774	2288
676	4781	2281
677	4788	2274
678	4795	2267
679	4802	2259
680	4809	2252
681	4816	2245
682	4823	2238
683	4829	2231
684	4836	2224
685	4843	2217
686	4850	2210
687	4858	2203
688	4865	2196
689	4873	2189
690	4881	2182
691	4888	2175
692	4895	2168
693	4902	2161
694	4909	2154
695	4915	2147
696	4922	2139
697	4929	2132
698	4935	2125
699	4942	2118
700	4949	2110
701	4955	2103
702	4962	2096
703	4969	2089
704	4975	2081
705	4982	2074
706	4989	2067
707	4995	2060
708	5002	2053
709	5008	2045
710	5015	2038
711	5022	2031
712	5029	2024
713	5035	2017
714	5042	2009
715	5049	2002
716	5056	1995
717	5063	1988
718	5070	1981
719	5077	1974
720	5084	1967
721	5091	1960
722	5098	1953
723	5104	1945
724	5111	1938
725	5117	1931
726	5124	1924
727	5131	1917
728	5138	1910
729	5144	1902
730	5151	1895
731	5158	1888
732	5165	1881
733	5172	1874
734	5179	1867
735	5185	1860
736	5192	1852
737	5198	1845
738	5205	1838
739	5212	1831
740	5218	1824
741	5225	1816
742	5232	1809
743	5239	1802
744	5245	1795
745	5252	1788
746	5259	1781
747	5267	1774
748	5274	1767
749	5281	1760
750	5288	1753
751	5294	1746
752	5301	1739
753	5308	1731
754	5315	1724
755	5322	1717
756	5329	1710
757	5335	1703
758	5342	1696
759	5349	1689
760	5356	1682
761	5363	1675
762	5370	1668
763	5377	1660
764	5383	1653
765	5390	1646
766	5397	1639
767	5404	1632
768	5411	1625
769	5417	1618
770	5424	1611
771	5431	1604
772	5438	1596
773	5444	1589
774	5452	1582
775	5459	1575
776	5466	1568
777	5473	1561
778	5480	1554
779	5486	1547
780	5493	1540
781	5500	1533
782	5507	1526
783	5514	1519
784	5520	1512
785	5527	1504
786	5533	1497
787	5541	1490
788	5547	1483
789	5555	1476
790	5561	1469
791	5568	1462
792	5575	1455
793	5582	1448
794	5588	1441
795	5595	1434
796	5602	1427
797	5609	1419
798	5616	1412
799	5622	1405
800	5629	1398
801	5636	1391
802	5643	1384
803	5650	1377
804	5657	1370
805	5665	1363
806	5673	1356
807	5681	1350
808	5688	1343
809	5695	1335
810	5702	1328
811	5708	1321
812	5716	1314
813	5722	1307
814	5729	1300
815	5736	1293
816	5743	1286
817	5750	1279
818	5757	1272
819	5764	1265
820	5771	1258
821	5778	1251
822	5784	1244
823	5791	1236
824	5798	1229
825	5804	1222
826	5811	1215
827	5818	1208
828	5825	1201
829	5832	1194
830	5839	1187
831	5846	1180
832	5854	1173
833	5861	1166
834	5867	1159
835	5875	1152
836	5882	1145
837	5889	1138
838	5895	1131
839	5902	1124
840	5909	1117
841	5915	1110
842	5922	1103
843	5929	1095
844	5936	1088
845	5942	1081
846	5949	1074
847	5957	1067
848	5963	1060
849	5970	1053
850	5977	1046
851	5984	1039
852	5990	1032
853	5997	1025
854	6004	1018
855	6010	1011
856	6017	1004
857	6025	997
858	6031	990
859	6038	983
860	6045	975
861	6052	968
862	6059	961
863	6066	954
864	6073	947
865	6080	940
866	6086	933
867	6093	926
868	6100	919
869	6107	912
870	6114	905
871	6120	898
872	6127	891
873	6134	884
874	6141	877
875	6147	870
876	6154	863
877	6161	856
878	6168	849
879	6175	842
880	6181	834
881	6188	827
882	6195	820
883	6201	813
884	6208	806
885	6214	799
886	6222	792
887	6229	785
888	6237	778
889	6243	771
890	6251	764
891	6258	757
892	6265	750
893	6271	743
894	6278	736
895	6285	729
896	6292	722
897	6299	715
898	6305	708
899	6313	701
900	6319	694
901	6326	687
902	6333	680
903	6340	673
904	6347	666
905	6354	659
906	6361	652
907	6368	645
908	6375	638
909	6382	631
910	6388	624
911	6396	617
912	6403	610
913	6410	603
914	6417	596
915	6425	589
916	6432	582
917	6440	575
918	6448	568
919	6455	561
920	6464	554
921	6471	547
922	6477	540
923	6484	533
924	6491	526
925	6498	519
926	6505	512
927	6512	505
928	6519	498
929	6526	491
930	6533	484
931	6540	477
932	6547	470
933	6554	463
934	6560	456
935	6568	449
936	6575	442
937	6582	435
938	6589	428
939	6595	421
940	6602	413
941	6610	407
942	6617	399
943	6624	392
944	6632	386
945	6639	378
946	6646	371
947	6654	364
948	6661	357
949	6668	350
950	6675	343
951	6682	336
952	6689	329
953	6696	322
954	6703	315
955	6710	308
956	6717	301
957	6724	294
958	6730	287
959	6737	280
960	6745	273
961	6752	266
962	6759	259
963	6766	252
964	6773	245
965	6780	238
966	6787	231
967	6794	224
968	6800	217
969	6808	210
970	6815	203
971	6822	196
972	6829	189
973	6836	182
974	6843	175
975	6850	168
976	6857	161
977	6864	154
978	6871	147
979	6878	140
980	6884	133
981	6891	126
982	6897	119
983	6905	112
984	6911	105
985	6918	98
986	6925	91
987	6932	84
988	6939	77
989	6945	70
990	6952	63
991	6959	56
992	6966	49
993	6972	42
994	6979	35
995	6986	28
996	6992	21
997	6999	14
998	7006	7
999	7013	0
